variable_name,value_type
191063_dose,Numeric
191063_route,Categorical
191064_dose,Numeric
191064_route,Categorical
191065_dose,Numeric
191065_route,Categorical
191067_dose,Numeric
191067_route,Categorical
191068_dose,Numeric
191068_route,Categorical
191072_dose,Numeric
191072_route,Categorical
191078_dose,Numeric
191078_route,Categorical
191083_dose,Numeric
191083_route,Categorical
191085_dose,Numeric
191085_route,Categorical
191089_dose,Numeric
191089_route,Categorical
191100_dose,Numeric
191100_route,Categorical
191110_dose,Numeric
191110_route,Categorical
191112_dose,Numeric
191112_route,Categorical
191119_dose,Numeric
191119_route,Categorical
191124_dose,Numeric
191124_route,Categorical
191125_dose,Numeric
191125_route,Categorical
191127_dose,Numeric
191127_route,Categorical
191128_dose,Numeric
191128_route,Categorical
191132_dose,Numeric
191132_route,Categorical
191135_dose,Numeric
191135_route,Categorical
191136_dose,Numeric
191136_route,Categorical
191137_dose,Numeric
191137_route,Categorical
191139_dose,Numeric
191139_route,Categorical
191145_dose,Numeric
191145_route,Categorical
191167_dose,Numeric
191167_route,Categorical
191183_dose,Numeric
191183_route,Categorical
191188_dose,Numeric
191188_route,Categorical
191189_dose,Numeric
191189_route,Categorical
191210_dose,Numeric
191210_route,Categorical
191211_dose,Numeric
191211_route,Categorical
191216_dose,Numeric
191216_route,Categorical
191223_dose,Numeric
191223_route,Categorical
191226_dose,Numeric
191226_route,Categorical
191227_dose,Numeric
191227_route,Categorical
191236_dose,Numeric
191236_route,Categorical
191239_dose,Numeric
191239_route,Categorical
191241_dose,Numeric
191241_route,Categorical
191245_dose,Numeric
191245_route,Categorical
191246_dose,Numeric
191246_route,Categorical
191248_dose,Numeric
191248_route,Categorical
191249_dose,Numeric
191249_route,Categorical
191255_dose,Numeric
191255_route,Categorical
191263_dose,Numeric
191263_route,Categorical
191264_dose,Numeric
191264_route,Categorical
191269_dose,Numeric
191269_route,Categorical
191273_dose,Numeric
191273_route,Categorical
191280_dose,Numeric
191280_route,Categorical
191282_dose,Numeric
191282_route,Categorical
191289_dose,Numeric
191289_route,Categorical
191294_dose,Numeric
191294_route,Categorical
191300_dose,Numeric
191300_route,Categorical
191308_dose,Numeric
191308_route,Categorical
191319_dose,Numeric
191319_route,Categorical
191320_dose,Numeric
191320_route,Categorical
191323_dose,Numeric
191323_route,Categorical
191334_dose,Numeric
191334_route,Categorical
191342_dose,Numeric
191342_route,Categorical
191343_dose,Numeric
191343_route,Categorical
191348_dose,Numeric
191348_route,Categorical
191356_dose,Numeric
191356_route,Categorical
191359_dose,Numeric
191359_route,Categorical
191360_dose,Numeric
191360_route,Categorical
191366_dose,Numeric
191366_route,Categorical
191371_dose,Numeric
191371_route,Categorical
191372_dose,Numeric
191372_route,Categorical
191374_dose,Numeric
191374_route,Categorical
191381_dose,Numeric
191381_route,Categorical
191382_dose,Numeric
191382_route,Categorical
191388_dose,Numeric
191388_route,Categorical
191391_dose,Numeric
191391_route,Categorical
191393_dose,Numeric
191393_route,Categorical
191415_dose,Numeric
191415_route,Categorical
191431_dose,Numeric
191431_route,Categorical
191434_dose,Numeric
191434_route,Categorical
191436_dose,Numeric
191436_route,Categorical
191442_dose,Numeric
191442_route,Categorical
191444_dose,Numeric
191444_route,Categorical
191446_dose,Numeric
191446_route,Categorical
191448_dose,Numeric
191448_route,Categorical
191460_dose,Numeric
191460_route,Categorical
191469_dose,Numeric
191469_route,Categorical
191475_dose,Numeric
191475_route,Categorical
191480_dose,Numeric
191480_route,Categorical
191495_dose,Numeric
191495_route,Categorical
191509_dose,Numeric
191509_route,Categorical
191513_dose,Numeric
191513_route,Categorical
191532_dose,Numeric
191532_route,Categorical
191541_dose,Numeric
191541_route,Categorical
191560_dose,Numeric
191560_route,Categorical
191563_dose,Numeric
191563_route,Categorical
191565_dose,Numeric
191565_route,Categorical
191584_dose,Numeric
191584_route,Categorical
191585_dose,Numeric
191585_route,Categorical
191591_dose,Numeric
191591_route,Categorical
191599_dose,Numeric
191599_route,Categorical
191626_dose,Numeric
191626_route,Categorical
191634_dose,Numeric
191634_route,Categorical
191644_dose,Numeric
191644_route,Categorical
191645_dose,Numeric
191645_route,Categorical
191664_dose,Numeric
191664_route,Categorical
191674_dose,Numeric
191674_route,Categorical
191697_dose,Numeric
191697_route,Categorical
191698_dose,Numeric
191698_route,Categorical
191701_dose,Numeric
191701_route,Categorical
191709_dose,Numeric
191709_route,Categorical
191715_dose,Numeric
191715_route,Categorical
191720_dose,Numeric
191720_route,Categorical
191721_dose,Numeric
191721_route,Categorical
191723_dose,Numeric
191723_route,Categorical
191731_dose,Numeric
191731_route,Categorical
191734_dose,Numeric
191734_route,Categorical
191738_dose,Numeric
191738_route,Categorical
191746_dose,Numeric
191746_route,Categorical
191759_dose,Numeric
191759_route,Categorical
191762_dose,Numeric
191762_route,Categorical
191768_dose,Numeric
191768_route,Categorical
191781_dose,Numeric
191781_route,Categorical
191782_dose,Numeric
191782_route,Categorical
191784_dose,Numeric
191784_route,Categorical
191793_dose,Numeric
191793_route,Categorical
191798_dose,Numeric
191798_route,Categorical
191812_dose,Numeric
191812_route,Categorical
191822_dose,Numeric
191822_route,Categorical
191863_dose,Numeric
191863_route,Categorical
191864_dose,Numeric
191864_route,Categorical
191889_dose,Numeric
191889_route,Categorical
191918_dose,Numeric
191918_route,Categorical
191953_dose,Numeric
191953_route,Categorical
191968_dose,Numeric
191968_route,Categorical
191979_dose,Numeric
191979_route,Categorical
192005_dose,Numeric
192005_route,Categorical
192010_dose,Numeric
192010_route,Categorical
192034_dose,Numeric
192034_route,Categorical
192038_dose,Numeric
192038_route,Categorical
192061_dose,Numeric
192061_route,Categorical
192106_dose,Numeric
192106_route,Categorical
192143_dose,Numeric
192143_route,Categorical
192151_dose,Numeric
192151_route,Categorical
192194_dose,Numeric
192194_route,Categorical
192205_dose,Numeric
192205_route,Categorical
192245_dose,Numeric
192245_route,Categorical
192309_dose,Numeric
192309_route,Categorical
192361_dose,Numeric
192361_route,Categorical
192374_dose,Numeric
192374_route,Categorical
192422_dose,Numeric
192422_route,Categorical
192462_dose,Numeric
192462_route,Categorical
192474_dose,Numeric
192474_route,Categorical
192513_dose,Numeric
192513_route,Categorical
192524_dose,Numeric
192524_route,Categorical
192644_dose,Numeric
192644_route,Categorical
192645_dose,Numeric
192645_route,Categorical
192688_dose,Numeric
192688_route,Categorical
192703_dose,Numeric
192703_route,Categorical
192723_dose,Numeric
192723_route,Categorical
192760_dose,Numeric
192760_route,Categorical
192801_dose,Numeric
192801_route,Categorical
192866_dose,Numeric
192866_route,Categorical
192939_dose,Numeric
192939_route,Categorical
192970_dose,Numeric
192970_route,Categorical
193024_dose,Numeric
193024_route,Categorical
193037_dose,Numeric
193037_route,Categorical
193091_dose,Numeric
193091_route,Categorical
193162_dose,Numeric
193162_route,Categorical
193231_dose,Numeric
193231_route,Categorical
193299_dose,Numeric
193299_route,Categorical
193320_dose,Numeric
193320_route,Categorical
193382_dose,Numeric
193382_route,Categorical
193387_dose,Numeric
193387_route,Categorical
193688_dose,Numeric
193688_route,Categorical
193692_dose,Numeric
193692_route,Categorical
193801_dose,Numeric
193801_route,Categorical
193806_dose,Numeric
193806_route,Categorical
193828_dose,Numeric
193828_route,Categorical
194088_dose,Numeric
194088_route,Categorical
194089_dose,Numeric
194089_route,Categorical
194098_dose,Numeric
194098_route,Categorical
199802_dose,Numeric
199802_route,Categorical
199805_dose,Numeric
199805_route,Categorical
208203_dose,Numeric
208203_route,Categorical
208210_dose,Numeric
208210_route,Categorical
209865_dose,Numeric
209865_route,Categorical
209878_dose,Numeric
209878_route,Categorical
211163_dose,Numeric
211163_route,Categorical
211174_dose,Numeric
211174_route,Categorical
212261_dose,Numeric
212261_route,Categorical
216235_dose,Numeric
216235_route,Categorical
216332_dose,Numeric
216332_route,Categorical
216458_dose,Numeric
216458_route,Categorical
300841_dose,Numeric
300841_route,Categorical
306961_dose,Numeric
306961_route,Categorical
306992_dose,Numeric
306992_route,Categorical
307010_dose,Numeric
307010_route,Categorical
307014_dose,Numeric
307014_route,Categorical
324878_dose,Numeric
324878_route,Categorical
324915_dose,Numeric
324915_route,Categorical
324928_dose,Numeric
324928_route,Categorical
324950_dose,Numeric
324950_route,Categorical
330813_dose,Numeric
330813_route,Categorical
330815_dose,Numeric
330815_route,Categorical
330817_dose,Numeric
330817_route,Categorical
333548_dose,Numeric
333548_route,Categorical
338552_dose,Numeric
338552_route,Categorical
340546_dose,Numeric
340546_route,Categorical
340547_dose,Numeric
340547_route,Categorical
340548_dose,Numeric
340548_route,Categorical
340549_dose,Numeric
340549_route,Categorical
340550_dose,Numeric
340550_route,Categorical
340552_dose,Numeric
340552_route,Categorical
340553_dose,Numeric
340553_route,Categorical
340554_dose,Numeric
340554_route,Categorical
340555_dose,Numeric
340555_route,Categorical
340557_dose,Numeric
340557_route,Categorical
340559_dose,Numeric
340559_route,Categorical
340564_dose,Numeric
340564_route,Categorical
340565_dose,Numeric
340565_route,Categorical
340567_dose,Numeric
340567_route,Categorical
340568_dose,Numeric
340568_route,Categorical
340569_dose,Numeric
340569_route,Categorical
344844_dose,Numeric
344844_route,Categorical
344849_dose,Numeric
344849_route,Categorical
349715_dose,Numeric
349715_route,Categorical
352636_dose,Numeric
352636_route,Categorical
366135_dose,Numeric
366135_route,Categorical
366138_dose,Numeric
366138_route,Categorical
367671_dose,Numeric
367671_route,Categorical
370132_dose,Numeric
370132_route,Categorical
376921_dose,Numeric
376921_route,Categorical
376922_dose,Numeric
376922_route,Categorical
376939_dose,Numeric
376939_route,Categorical
380216_dose,Numeric
380216_route,Categorical
388930_dose,Numeric
388930_route,Categorical
389706_dose,Numeric
389706_route,Categorical
392278_dose,Numeric
392278_route,Categorical
393369_dose,Numeric
393369_route,Categorical
393900_dose,Numeric
393900_route,Categorical
417635_dose,Numeric
417635_route,Categorical
449014_dose,Numeric
449014_route,Categorical
450338_dose,Numeric
450338_route,Categorical
453209_dose,Numeric
453209_route,Categorical
453220_dose,Numeric
453220_route,Categorical
454407_dose,Numeric
454407_route,Categorical
454411_dose,Numeric
454411_route,Categorical
454414_dose,Numeric
454414_route,Categorical
454416_dose,Numeric
454416_route,Categorical
454423_dose,Numeric
454423_route,Categorical
454426_dose,Numeric
454426_route,Categorical
454442_dose,Numeric
454442_route,Categorical
454446_dose,Numeric
454446_route,Categorical
456937_dose,Numeric
456937_route,Categorical
458210_dose,Numeric
458210_route,Categorical
459350_dose,Numeric
459350_route,Categorical
461654_dose,Numeric
461654_route,Categorical
468818_dose,Numeric
468818_route,Categorical
469272_dose,Numeric
469272_route,Categorical
470843_dose,Numeric
470843_route,Categorical
471467_dose,Numeric
471467_route,Categorical
474982_dose,Numeric
474982_route,Categorical
485382_dose,Numeric
485382_route,Categorical
485386_dose,Numeric
485386_route,Categorical
490616_dose,Numeric
490616_route,Categorical
491052_dose,Numeric
491052_route,Categorical
491058_dose,Numeric
491058_route,Categorical
491067_dose,Numeric
491067_route,Categorical
491081_dose,Numeric
491081_route,Categorical
492348_dose,Numeric
492348_route,Categorical
492351_dose,Numeric
492351_route,Categorical
492864_dose,Numeric
492864_route,Categorical
492865_dose,Numeric
492865_route,Categorical
492883_dose,Numeric
492883_route,Categorical
494355_dose,Numeric
494355_route,Categorical
494356_dose,Numeric
494356_route,Categorical
495890_dose,Numeric
495890_route,Categorical
496704_dose,Numeric
496704_route,Categorical
496705_dose,Numeric
496705_route,Categorical
496722_dose,Numeric
496722_route,Categorical
499767_dose,Numeric
499767_route,Categorical
499769_dose,Numeric
499769_route,Categorical
501823_dose,Numeric
501823_route,Categorical
501834_dose,Numeric
501834_route,Categorical
501838_dose,Numeric
501838_route,Categorical
501848_dose,Numeric
501848_route,Categorical
502574_dose,Numeric
502574_route,Categorical
502575_dose,Numeric
502575_route,Categorical
502576_dose,Numeric
502576_route,Categorical
503323_dose,Numeric
503323_route,Categorical
503977_dose,Numeric
503977_route,Categorical
503980_dose,Numeric
503980_route,Categorical
503987_dose,Numeric
503987_route,Categorical
503989_dose,Numeric
503989_route,Categorical
504599_dose,Numeric
504599_route,Categorical
504626_dose,Numeric
504626_route,Categorical
504917_dose,Numeric
504917_route,Categorical
504918_dose,Numeric
504918_route,Categorical
505343_dose,Numeric
505343_route,Categorical
509406_dose,Numeric
509406_route,Categorical
510681_dose,Numeric
510681_route,Categorical
511452_dose,Numeric
511452_route,Categorical
511454_dose,Numeric
511454_route,Categorical
511455_dose,Numeric
511455_route,Categorical
512063_dose,Numeric
512063_route,Categorical
515619_dose,Numeric
515619_route,Categorical
515627_dose,Numeric
515627_route,Categorical
516274_dose,Numeric
516274_route,Categorical
519078_dose,Numeric
519078_route,Categorical
519089_dose,Numeric
519089_route,Categorical
520139_dose,Numeric
520139_route,Categorical
525531_dose,Numeric
525531_route,Categorical
525995_dose,Numeric
525995_route,Categorical
526935_dose,Numeric
526935_route,Categorical
531466_dose,Numeric
531466_route,Categorical
531498_dose,Numeric
531498_route,Categorical
652664_dose,Numeric
652664_route,Categorical
654324_dose,Numeric
654324_route,Categorical
655148_dose,Numeric
655148_route,Categorical
662425_dose,Numeric
662425_route,Categorical
663869_dose,Numeric
663869_route,Categorical
664519_dose,Numeric
664519_route,Categorical
666536_dose,Numeric
666536_route,Categorical
667734_dose,Numeric
667734_route,Categorical
670121_dose,Numeric
670121_route,Categorical
680185_dose,Numeric
680185_route,Categorical
680198_dose,Numeric
680198_route,Categorical
681989_dose,Numeric
681989_route,Categorical
681994_dose,Numeric
681994_route,Categorical
683395_dose,Numeric
683395_route,Categorical
686603_dose,Numeric
686603_route,Categorical
692199_dose,Numeric
692199_route,Categorical
694267_dose,Numeric
694267_route,Categorical
694268_dose,Numeric
694268_route,Categorical
122540_hilonormal_flag,None
122540_value,Categorical
142414_hilonormal_flag,None
142414_value,Numeric + Categorical
142647_hilonormal_flag,None
142647_value,Categorical
142945_hilonormal_flag,Categorical
142945_value,Numeric + Categorical
143289_hilonormal_flag,Categorical
143289_value,Numeric + Categorical
143290_hilonormal_flag,Categorical
143290_value,Numeric + Categorical
144406_hilonormal_flag,Categorical
144406_value,Numeric + Categorical
144409_hilonormal_flag,Categorical
144409_value,Numeric + Categorical
144410_hilonormal_flag,Categorical
144410_value,Numeric + Categorical
144411_hilonormal_flag,None
144411_value,Numeric + Categorical
145435_hilonormal_flag,None
145435_value,Categorical
149157_hilonormal_flag,Categorical
149157_value,Numeric + Categorical
149923_hilonormal_flag,None
149923_value,Categorical
150017_hilonormal_flag,Categorical
150017_value,Numeric + Categorical
151598_hilonormal_flag,Categorical
151598_value,Numeric + Categorical
152906_hilonormal_flag,Categorical
152906_value,Numeric + Categorical
153239_hilonormal_flag,None
153239_value,Numeric + Categorical
153240_hilonormal_flag,None
153240_value,Categorical
155437_hilonormal_flag,Categorical
155437_value,Categorical
209760_hilonormal_flag,None
209760_value,Categorical
216193_hilonormal_flag,Categorical
216193_value,Numeric + Categorical
328952_hilonormal_flag,None
328952_value,Numeric + Categorical
329696_hilonormal_flag,Categorical
329696_value,Categorical
329697_hilonormal_flag,Categorical
329697_value,Categorical
329698_hilonormal_flag,Categorical
329698_value,Categorical
337741_hilonormal_flag,None
337741_value,Categorical
337742_hilonormal_flag,None
337742_value,Categorical
337743_hilonormal_flag,None
337743_value,Categorical
337744_hilonormal_flag,None
337744_value,Categorical
337745_hilonormal_flag,None
337745_value,Categorical
345312_hilonormal_flag,None
345312_value,Categorical
345313_hilonormal_flag,None
345313_value,Categorical
345316_hilonormal_flag,None
345316_value,Categorical
345321_hilonormal_flag,None
345321_value,Categorical
361940_hilonormal_flag,None
361940_value,Categorical
376518_hilonormal_flag,Categorical
376518_value,Numeric
376523_hilonormal_flag,None
376523_value,Categorical
381544_hilonormal_flag,None
381544_value,Categorical
383296_hilonormal_flag,None
383296_value,Categorical
385607_hilonormal_flag,None
385607_value,Categorical
385608_hilonormal_flag,None
385608_value,Categorical
385609_hilonormal_flag,None
385609_value,Categorical
385610_hilonormal_flag,None
385610_value,Categorical
385611_hilonormal_flag,None
385611_value,Categorical
385612_hilonormal_flag,None
385612_value,Categorical
385613_hilonormal_flag,None
385613_value,Categorical
385614_hilonormal_flag,None
385614_value,Categorical
385615_hilonormal_flag,None
385615_value,Categorical
385616_hilonormal_flag,None
385616_value,Categorical
385617_hilonormal_flag,None
385617_value,Categorical
385618_hilonormal_flag,None
385618_value,Categorical
385619_hilonormal_flag,None
385619_value,Categorical
385620_hilonormal_flag,None
385620_value,Categorical
385621_hilonormal_flag,None
385621_value,Categorical
385622_hilonormal_flag,None
385622_value,Categorical
385623_hilonormal_flag,None
385623_value,Categorical
385624_hilonormal_flag,None
385624_value,Categorical
385625_hilonormal_flag,None
385625_value,Categorical
385626_hilonormal_flag,None
385626_value,Categorical
385627_hilonormal_flag,None
385627_value,Categorical
385628_hilonormal_flag,None
385628_value,Categorical
387272_hilonormal_flag,None
387272_value,Categorical
387430_hilonormal_flag,Categorical
387430_value,Numeric + Categorical
387438_hilonormal_flag,Categorical
387438_value,Numeric + Categorical
434509_hilonormal_flag,Categorical
434509_value,Categorical
434510_hilonormal_flag,None
434510_value,Categorical
435321_hilonormal_flag,Categorical
435321_value,Categorical
441319_hilonormal_flag,None
441319_value,Categorical
449755_hilonormal_flag,Categorical
449755_value,Numeric + Categorical
466842_hilonormal_flag,None
466842_value,Numeric + Categorical
467950_hilonormal_flag,None
467950_value,Categorical
467951_hilonormal_flag,Categorical
467951_value,Categorical
467981_hilonormal_flag,Categorical
467981_value,Categorical
469078_hilonormal_flag,Categorical
469078_value,Numeric + Categorical
469079_hilonormal_flag,Categorical
469079_value,Numeric + Categorical
471740_hilonormal_flag,None
471740_value,Categorical
471741_hilonormal_flag,None
471741_value,Categorical
475436_hilonormal_flag,Categorical
475436_value,Numeric + Categorical
475844_hilonormal_flag,None
475844_value,Categorical
475847_hilonormal_flag,None
475847_value,Categorical
486425_hilonormal_flag,Categorical
486425_value,Categorical
486426_hilonormal_flag,Categorical
486426_value,Categorical
486427_hilonormal_flag,Categorical
486427_value,Categorical
486428_hilonormal_flag,None
486428_value,Categorical
486429_hilonormal_flag,Categorical
486429_value,Categorical
486430_hilonormal_flag,Categorical
486430_value,Categorical
486431_hilonormal_flag,Categorical
486431_value,Categorical
486432_hilonormal_flag,Categorical
486432_value,Categorical
486433_hilonormal_flag,Categorical
486433_value,Categorical
486434_hilonormal_flag,Categorical
486434_value,Categorical
486435_hilonormal_flag,Categorical
486435_value,Categorical
486436_hilonormal_flag,Categorical
486436_value,Categorical
486437_hilonormal_flag,Categorical
486437_value,Categorical
486438_hilonormal_flag,Categorical
486438_value,Categorical
486439_hilonormal_flag,None
486439_value,Categorical
486440_hilonormal_flag,Categorical
486440_value,Categorical
486441_hilonormal_flag,Categorical
486441_value,Categorical
486465_hilonormal_flag,Categorical
486465_value,Categorical
486466_hilonormal_flag,Categorical
486466_value,Categorical
486467_hilonormal_flag,Categorical
486467_value,Categorical
486468_hilonormal_flag,Categorical
486468_value,Categorical
486469_hilonormal_flag,Categorical
486469_value,Categorical
486470_hilonormal_flag,Categorical
486470_value,Categorical
486471_hilonormal_flag,Categorical
486471_value,Categorical
486472_hilonormal_flag,Categorical
486472_value,Categorical
486473_hilonormal_flag,Categorical
486473_value,Categorical
486474_hilonormal_flag,Categorical
486474_value,Categorical
486475_hilonormal_flag,Categorical
486475_value,Categorical
486476_hilonormal_flag,Categorical
486476_value,Categorical
486477_hilonormal_flag,Categorical
486477_value,Categorical
486478_hilonormal_flag,Categorical
486478_value,Categorical
486479_hilonormal_flag,Categorical
486479_value,Categorical
486480_hilonormal_flag,Categorical
486480_value,Categorical
486481_hilonormal_flag,Categorical
486481_value,Categorical
486482_hilonormal_flag,Categorical
486482_value,Categorical
486483_hilonormal_flag,Categorical
486483_value,Categorical
486484_hilonormal_flag,Categorical
486484_value,Categorical
486485_hilonormal_flag,Categorical
486485_value,Categorical
487224_hilonormal_flag,Categorical
487224_value,Numeric + Categorical
487580_hilonormal_flag,Categorical
487580_value,Numeric + Categorical
487586_hilonormal_flag,None
487586_value,Categorical
494153_hilonormal_flag,None
494153_value,Categorical
496314_hilonormal_flag,None
496314_value,Categorical
496325_hilonormal_flag,Categorical
496325_value,Numeric + Categorical
496334_hilonormal_flag,Categorical
496334_value,Numeric + Categorical
496337_hilonormal_flag,None
496337_value,Categorical
496345_hilonormal_flag,Categorical
496345_value,Numeric + Categorical
496347_hilonormal_flag,Categorical
496347_value,Categorical
496353_hilonormal_flag,Categorical
496353_value,Numeric + Categorical
496354_hilonormal_flag,Categorical
496354_value,Numeric + Categorical
496369_hilonormal_flag,Categorical
496369_value,Numeric + Categorical
496372_hilonormal_flag,Categorical
496372_value,Categorical
496375_hilonormal_flag,None
496375_value,Categorical
496378_hilonormal_flag,Categorical
496378_value,Numeric + Categorical
496397_hilonormal_flag,Categorical
496397_value,Categorical
496398_hilonormal_flag,Categorical
496398_value,Numeric + Categorical
496411_hilonormal_flag,Categorical
496411_value,Categorical
496423_hilonormal_flag,Categorical
496423_value,Numeric + Categorical
496426_hilonormal_flag,None
496426_value,Categorical
496427_hilonormal_flag,Categorical
496427_value,Categorical
500442_hilonormal_flag,None
500442_value,Numeric + Categorical
501386_hilonormal_flag,Categorical
501386_value,Categorical
501387_hilonormal_flag,Categorical
501387_value,Categorical
501388_hilonormal_flag,None
501388_value,Categorical
502355_hilonormal_flag,None
502355_value,Numeric + Categorical
502356_hilonormal_flag,None
502356_value,Categorical
509251_hilonormal_flag,Categorical
509251_value,Numeric + Categorical
509265_hilonormal_flag,None
509265_value,Categorical
509267_hilonormal_flag,None
509267_value,Numeric + Categorical
509864_hilonormal_flag,None
509864_value,Categorical
511889_hilonormal_flag,Categorical
511889_value,Numeric + Categorical
511895_hilonormal_flag,Categorical
511895_value,Numeric + Categorical
512426_hilonormal_flag,Categorical
512426_value,Numeric + Categorical
512429_hilonormal_flag,Categorical
512429_value,Numeric + Categorical
512433_hilonormal_flag,Categorical
512433_value,Numeric + Categorical
512591_hilonormal_flag,Categorical
512591_value,Numeric + Categorical
512592_hilonormal_flag,Categorical
512592_value,Numeric + Categorical
512593_hilonormal_flag,Categorical
512593_value,Numeric + Categorical
512594_hilonormal_flag,Categorical
512594_value,Numeric + Categorical
513837_hilonormal_flag,Categorical
513837_value,Numeric
513838_hilonormal_flag,Categorical
513838_value,Numeric
513839_hilonormal_flag,Categorical
513839_value,Numeric
513840_hilonormal_flag,Categorical
513840_value,Numeric
513841_hilonormal_flag,Categorical
513841_value,Numeric
513842_hilonormal_flag,Categorical
513842_value,Numeric
517589_hilonormal_flag,None
517589_value,Categorical
517590_hilonormal_flag,None
517590_value,Categorical
517594_hilonormal_flag,None
517594_value,Categorical
518306_hilonormal_flag,None
518306_value,Categorical
518312_hilonormal_flag,None
518312_value,Categorical
518933_hilonormal_flag,Categorical
518933_value,Numeric + Categorical
519888_hilonormal_flag,Categorical
519888_value,Numeric + Categorical
519889_hilonormal_flag,Categorical
519889_value,Numeric + Categorical
520024_hilonormal_flag,None
520024_value,Categorical
527390_hilonormal_flag,None
527390_value,Categorical
535394_hilonormal_flag,Categorical
535394_value,Categorical
649262_hilonormal_flag,None
649262_value,Numeric + Categorical
653957_hilonormal_flag,None
653957_value,Categorical
653958_hilonormal_flag,None
653958_value,Numeric
654894_hilonormal_flag,Categorical
654894_value,Numeric + Categorical
657774_hilonormal_flag,None
657774_value,Categorical
657775_hilonormal_flag,Categorical
657775_value,Categorical
657983_hilonormal_flag,None
657983_value,Categorical
658794_hilonormal_flag,Categorical
658794_value,Categorical
666019_hilonormal_flag,None
666019_value,Numeric + Categorical
666414_hilonormal_flag,None
666414_value,Numeric + Categorical
666415_hilonormal_flag,None
666415_value,Categorical
676012_hilonormal_flag,None
676012_value,Categorical
676018_hilonormal_flag,Categorical
676018_value,Numeric + Categorical
678707_hilonormal_flag,None
678707_value,Categorical
678744_hilonormal_flag,Categorical
678744_value,Categorical
678776_hilonormal_flag,None
678776_value,Categorical
683083_hilonormal_flag,Categorical
683083_value,Numeric + Categorical
691732_hilonormal_flag,None
691732_value,Categorical
81656_hilonormal_flag,Categorical
81656_value,Numeric + Categorical
81668_hilonormal_flag,None
81668_value,Numeric + Categorical
81669_hilonormal_flag,Categorical
81669_value,Numeric + Categorical
81670_hilonormal_flag,Categorical
81670_value,Numeric + Categorical
81671_hilonormal_flag,Categorical
81671_value,Numeric + Categorical
81672_hilonormal_flag,Categorical
81672_value,Numeric + Categorical
81673_hilonormal_flag,None
81673_value,Numeric + Categorical
81674_hilonormal_flag,Categorical
81674_value,Numeric + Categorical
81675_hilonormal_flag,Categorical
81675_value,Numeric + Categorical
81676_hilonormal_flag,Categorical
81676_value,Numeric + Categorical
81677_hilonormal_flag,Categorical
81677_value,Numeric + Categorical
81679_hilonormal_flag,Categorical
81679_value,Numeric + Categorical
81680_hilonormal_flag,Categorical
81680_value,Numeric + Categorical
81681_hilonormal_flag,Categorical
81681_value,Numeric + Categorical
81682_hilonormal_flag,Categorical
81682_value,Numeric + Categorical
81683_hilonormal_flag,Categorical
81683_value,Numeric + Categorical
81684_hilonormal_flag,None
81684_value,Numeric + Categorical
81686_hilonormal_flag,Categorical
81686_value,Numeric + Categorical
81688_hilonormal_flag,Categorical
81688_value,Numeric + Categorical
81690_hilonormal_flag,Categorical
81690_value,Numeric + Categorical
81691_hilonormal_flag,Categorical
81691_value,Numeric + Categorical
81692_hilonormal_flag,Categorical
81692_value,Numeric + Categorical
81693_hilonormal_flag,Categorical
81693_value,Numeric + Categorical
81694_hilonormal_flag,Categorical
81694_value,Numeric + Categorical
81695_hilonormal_flag,Categorical
81695_value,Numeric + Categorical
81696_hilonormal_flag,Categorical
81696_value,Numeric + Categorical
81697_hilonormal_flag,Categorical
81697_value,Numeric + Categorical
81698_hilonormal_flag,Categorical
81698_value,Numeric + Categorical
81699_hilonormal_flag,Categorical
81699_value,Numeric + Categorical
81701_hilonormal_flag,Categorical
81701_value,Numeric + Categorical
81702_hilonormal_flag,Categorical
81702_value,Numeric + Categorical
81703_hilonormal_flag,Categorical
81703_value,Numeric + Categorical
81704_hilonormal_flag,Categorical
81704_value,Numeric + Categorical
81705_hilonormal_flag,Categorical
81705_value,Numeric + Categorical
81706_hilonormal_flag,Categorical
81706_value,Numeric + Categorical
81707_hilonormal_flag,Categorical
81707_value,Numeric + Categorical
81708_hilonormal_flag,Categorical
81708_value,Numeric + Categorical
81709_hilonormal_flag,Categorical
81709_value,Numeric + Categorical
81710_hilonormal_flag,Categorical
81710_value,Numeric + Categorical
81711_hilonormal_flag,Categorical
81711_value,Numeric + Categorical
81712_hilonormal_flag,Categorical
81712_value,Numeric + Categorical
81713_hilonormal_flag,Categorical
81713_value,Numeric + Categorical
81714_hilonormal_flag,Categorical
81714_value,Numeric + Categorical
81715_hilonormal_flag,Categorical
81715_value,Numeric + Categorical
81716_hilonormal_flag,Categorical
81716_value,Numeric + Categorical
81717_hilonormal_flag,None
81717_value,Numeric + Categorical
81719_hilonormal_flag,Categorical
81719_value,Numeric + Categorical
81722_hilonormal_flag,None
81722_value,Numeric + Categorical
81723_hilonormal_flag,Categorical
81723_value,Numeric + Categorical
81724_hilonormal_flag,Categorical
81724_value,Numeric + Categorical
81725_hilonormal_flag,Categorical
81725_value,Numeric + Categorical
81726_hilonormal_flag,Categorical
81726_value,Numeric + Categorical
81727_hilonormal_flag,None
81727_value,Numeric + Categorical
81729_hilonormal_flag,Categorical
81729_value,Numeric + Categorical
81730_hilonormal_flag,Categorical
81730_value,Numeric + Categorical
81731_hilonormal_flag,Categorical
81731_value,Numeric + Categorical
81732_hilonormal_flag,Categorical
81732_value,Numeric + Categorical
81733_hilonormal_flag,Categorical
